
				Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
				Mathematics  Mr A Patel  43,22/11/2022,9:25:00 AM  ,22/11/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,22/11/2022,11:10:00 AM ,22/11/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,22/11/2022,12:00:00 PM ,22/11/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,22/11/2022,1:40:00 PM  ,22/11/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC4,22/11/2022,2:30:00 PM  ,22/11/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 3,23/11/2022,,23/11/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Chemistry  Ms J A Scarff  S2.03,23/11/2022,8:35:00 AM  ,23/11/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,23/11/2022,9:25:00 AM  ,23/11/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,23/11/2022,11:10:00 AM ,23/11/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,23/11/2022,12:00:00 PM ,23/11/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,23/11/2022,1:40:00 PM  ,23/11/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,23/11/2022,2:30:00 PM  ,23/11/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 4,24/11/2022,,24/11/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Italian  Mrs K L Irwin  L3.03,24/11/2022,8:35:00 AM  ,24/11/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,24/11/2022,9:25:00 AM  ,24/11/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,24/11/2022,11:10:00 AM ,24/11/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,24/11/2022,12:00:00 PM ,24/11/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,24/11/2022,1:40:00 PM  ,24/11/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D3,24/11/2022,2:30:00 PM  ,24/11/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 5,25/11/2022,,25/11/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Mathematics  Mr A Patel  40,25/11/2022,8:35:00 AM  ,25/11/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,25/11/2022,9:25:00 AM  ,25/11/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,25/11/2022,11:10:00 AM ,25/11/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,25/11/2022,12:00:00 PM ,25/11/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC3,25/11/2022,1:40:00 PM  ,25/11/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,25/11/2022,2:30:00 PM  ,25/11/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 6,28/11/2022,,28/11/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					English  Mr P C M Huybers  S1.04W,28/11/2022,8:35:00 AM  ,28/11/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,28/11/2022,9:25:00 AM  ,28/11/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  21,28/11/2022,11:10:00 AM ,28/11/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,28/11/2022,12:00:00 PM ,28/11/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,28/11/2022,1:40:00 PM  ,28/11/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,28/11/2022,2:30:00 PM  ,28/11/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 1,29/11/2022,,29/11/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Public Speaking and Sound Design  Ms O C Hopkins  D1,29/11/2022,8:35:00 AM  ,29/11/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,29/11/2022,9:25:00 AM  ,29/11/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,29/11/2022,11:10:00 AM ,29/11/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,29/11/2022,12:00:00 PM ,29/11/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,29/11/2022,1:40:00 PM  ,29/11/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,29/11/2022,2:30:00 PM  ,29/11/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 2,30/11/2022,,30/11/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Coding & Algorithms  Mr D J Brosche  16,30/11/2022,8:35:00 AM  ,30/11/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,30/11/2022,9:25:00 AM  ,30/11/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,30/11/2022,11:10:00 AM ,30/11/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,30/11/2022,12:00:00 PM ,30/11/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,30/11/2022,1:40:00 PM  ,30/11/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC4,30/11/2022,2:30:00 PM  ,30/11/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 3,01/12/2022,,01/12/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Chemistry  Ms J A Scarff  S2.03,01/12/2022,8:35:00 AM  ,01/12/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,01/12/2022,9:25:00 AM  ,01/12/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,01/12/2022,11:10:00 AM ,01/12/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,01/12/2022,12:00:00 PM ,01/12/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,01/12/2022,1:40:00 PM  ,01/12/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,01/12/2022,2:30:00 PM  ,01/12/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 4,02/12/2022,,02/12/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Italian  Mrs K L Irwin  L3.03,02/12/2022,8:35:00 AM  ,02/12/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,02/12/2022,9:25:00 AM  ,02/12/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,02/12/2022,11:10:00 AM ,02/12/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,02/12/2022,12:00:00 PM ,02/12/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,02/12/2022,1:40:00 PM  ,02/12/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D3,02/12/2022,2:30:00 PM  ,02/12/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 5,05/12/2022,,05/12/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Mathematics  Mr A Patel  40,05/12/2022,8:35:00 AM  ,05/12/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,05/12/2022,9:25:00 AM  ,05/12/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,05/12/2022,11:10:00 AM ,05/12/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,05/12/2022,12:00:00 PM ,05/12/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC3,05/12/2022,1:40:00 PM  ,05/12/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,05/12/2022,2:30:00 PM  ,05/12/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 6,06/12/2022,,06/12/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					English  Mr P C M Huybers  S1.04W,06/12/2022,8:35:00 AM  ,06/12/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,06/12/2022,9:25:00 AM  ,06/12/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  21,06/12/2022,11:10:00 AM ,06/12/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,06/12/2022,12:00:00 PM ,06/12/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,06/12/2022,1:40:00 PM  ,06/12/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,06/12/2022,2:30:00 PM  ,06/12/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 1,07/12/2022,,07/12/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Public Speaking and Sound Design  Ms O C Hopkins  D1,07/12/2022,8:35:00 AM  ,07/12/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,07/12/2022,9:25:00 AM  ,07/12/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,07/12/2022,11:10:00 AM ,07/12/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,07/12/2022,12:00:00 PM ,07/12/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,07/12/2022,1:40:00 PM  ,07/12/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,07/12/2022,2:30:00 PM  ,07/12/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				
